thread_id,first_customer_message,first_customer_created_at,predicted_intent,model_confidence,tweet_count,channel_switch,double_annotate,correct_intent,should_escalate,difficulty,notes
2804443,@AppleSupport explain why I pay 300$ a month for my phone and this shit doesn’t work!!,2017-11-22 01:49:44+00:00,billing_disputes_and_purchases,0.5854,2,False,True,,,,
112824,@AppleSupport My phone got stolen but i can't change my apple id password because of the 2 step verification that requires my phone! Do you have a uk based email that i can contact about this?,2017-11-23 18:14:04+00:00,accounts_passwords_and_security,0.5847,4,False,False,,,,
495276,"@115858 ain’t shit! And @115714 DEFINITELY isn’t shit!! I’ve had my iPhone 7 Plus for mmm..6 months and every app freezes for 10 minutes, can’t shut my phone off like wtf! As SOON as the new phones come out .. BAM 💥 won’t work 😒🤬👊🏾👊🏾",2017-12-01 16:06:05+00:00,software_update_and_installation_issues,0.6655,5,False,True,,,,
2962826,"@AppleSupport when using slide over on the iPad previously you could decide which app view was larger and could adjust this, which was perfect for teaching! This changed recently &amp; the 2nd app is now just placed on top rather than alongside.Will this change back? #appleteacher",2017-11-29 21:25:21+00:00,media_and_digital_services,0.3125,6,False,False,,,,
2816419,"WhYYYY does my undamaged, 1 year old iPHONE 7PLUSSSS take pics that look like they were taKEN ON A FUCKIN ANDROID!!?? @AppleSupport",2017-11-27 03:14:40+00:00,system_performance_and_freezing,0.4566,5,False,False,,,,
2703185,"@applesupport Why does my iPhone 6 crap out when the battery shows 35% after using it for only two hours of browsing, no streaming?  Then, when I plug it in to recharge, it comes back at 45%, which then only lasts 1/2 hr? Phone is useless if it needs constant charging...",2017-11-19 21:49:16+00:00,battery_issues_and_drain,0.5697,6,False,False,,,,
667027,I though y’all said Westbrook can’t defend?,2017-11-23 02:43:53+00:00,camera_and_storage_hardware,0.0483,12,False,False,,,,
592247,@AppleSupport my phone is currently unusable due to this bug https://t.co/ibQiyRNfoO,2017-12-03 16:26:17+00:00,out_of_scope,0.5363,4,False,False,,,,
2953803,"@AppleSupport hey guys, look I don’t know what’s going on but iOS 11 really isn’t living up to me expectations on iPhone 7. It’s killing the battery and I’m finding it quite buggy.  Its 100% OS, not hardware or needing a reset. Normally I have good things to say not at the moment",2017-11-29 18:13:24+00:00,software_update_and_installation_issues,0.7005,4,False,True,,,,
2562310,@AppleSupport Comment mes raccourcis à gauche peuvent-ils disparaître de temps à autre comme ça ? Merci https://t.co/pMKCAN6bYz,2017-11-16 17:02:20+00:00,camera_and_storage_hardware,0.0846,2,False,False,,,,
523842,"6回くらい測ってみると毎回ほぼ20秒経過する前で落ちる
おい @AppleSupport  どうなってんすか https://t.co/78uOrd1giB",2017-12-02 03:37:22+00:00,ui_and_app_glitches,0.0902,2,False,False,,,,
1368873,😭😭😭 Mais pourquoi? 😭😭😭 https://t.co/RUiBiijF0g,2017-11-25 20:53:39+00:00,ui_and_app_glitches,0.0425,3,False,False,,,,
2757509,I️’m not even enjoying my break because I️ feel so guilty for relaxing knowing the end of the semester is right around the corner,2017-11-21 02:57:44+00:00,system_performance_and_freezing,0.1265,5,False,False,,,,
2479124,#ios1111 @AppleSupport can’t move apps between home screens after disabling restrictions,2017-11-15 08:47:22+00:00,software_update_and_installation_issues,0.3872,5,False,True,,,,
501491,OS新しくしてから勝手に再起動しまくるし、バッテリーは異常に熱いし、困るんですけどなんとかしてください。@AppleSupport,2017-12-01 19:21:47+00:00,keyboard_and_autocorrect_bugs,0.1274,2,False,False,,,,
143548,My phone has been buggin awwwlll day today. I hate @AppleSupport @115858 . I hate y’all so much,2017-11-24 04:37:25+00:00,ui_and_app_glitches,0.5828,2,False,False,,,,
2714143,"@115858 #ios1112 is garbage 🗑. Shouldn’t there be a battery meter in the top corner, along with WiFi signal? https://t.co/Yrn6ahNCE5",2017-11-20 03:49:31+00:00,network_and_connectivity_issues,0.5664,3,False,False,,,,
2728149,"아이폰 정말 버그 좆같아서 돌아버리네
겜하다가 전화 받거나 다른 어플키고 전화 받은 후에 통화 화면이 아니고 다른 어플 화면 띄운 상태에서 전화 끊기면 핸드폰 프로세스 터지는지 벅벅 기고 배터리 존나 빨리 달고 해제하려면 폰 끄고 다시켜야하고, 저 전화 화면은 종료도 안되요 ㅅㅂ… https://t.co/WxY0LR6b6t",2017-11-20 09:49:23+00:00,accounts_passwords_and_security,0.0425,8,False,False,,,,
2179478,I haven’t had this iPhone 8 for more than 2 months and it glitches all the time @115858 wtf,2017-11-26 07:50:55+00:00,system_performance_and_freezing,0.6079,6,False,False,,,,
2477682,"Was falling asleep, when I️ felt something cross my bare chest in the middle of the night. Reflex took over and I️ slapped the spot I️ last felt that tingle. Turns out I️ had a spider crawling over me. Now I️ think each small feeling is an insect.  Lol, sleep.",2017-11-15 07:10:11+00:00,system_performance_and_freezing,0.0856,3,False,False,,,,
456153,I just wanna watch claymation Christmas movies and put some whiskey in my hot chocolate.,2017-11-30 23:30:18+00:00,media_and_digital_services,0.1266,7,False,False,,,,
694506,"@AppleSupport Hi again, 

some playlist are not displayed at the „Recently played”-Area. 

For example this playlist: https://t.co/kbIhCOxcZg

Error?! @115948 #AppleMusic https://t.co/ul5t87rXEi",2017-11-23 09:59:46+00:00,media_and_digital_services,0.3627,6,False,True,,,,
699556,"Kundenservices sind ja immer eine schwierige Angelegenheit. Aber an den @AppleSupport habe ich bisher geglaubt.
Bis der böse Mann, der einfach nicht verstanden hat, was ich meine, erst genörgelt und dann aufgelegt hat. Das war gemein.",2017-11-23 13:55:02+00:00,out_of_scope,0.1033,2,False,True,,,,
2978945,@115858 fix “I️”,2017-11-17 19:03:13+00:00,ui_and_app_glitches,0.6292,2,False,True,,,,
2410143,@AppleSupport when i open snapchat or get a snapchat from someone and I’m listening to music my music stops or my apple music app crashes and when i’m reading an e-book sometimes my music will just mute itself i have an iphone 7 that is up to date with iOS 11.2,2017-11-26 17:42:00+00:00,audio_and_sound_issues,0.3777,2,False,False,,,,
2545659,@AppleSupport help,2017-11-16 05:23:54+00:00,out_of_scope,0.4277,2,False,False,,,,
484505,@AppleSupport I'm having difficulty sending emails on the iOS default mail App. Can you help please? Sending mail just hangs.,2017-12-01 09:38:23+00:00,ui_and_app_glitches,0.4078,4,False,False,,,,
162841,"@AppleSupport my phone isn’t downloading any apps that I haven’t already downloaded before, like it’ll get to the process where it starts to but it never does",2017-11-24 18:50:01+00:00,software_update_and_installation_issues,0.3774,2,False,False,,,,
302954,@AppleSupport help,2017-11-25 03:39:52+00:00,out_of_scope,0.4277,2,False,True,,,,
2863589,"@AppleSupport Are these legitimate @115858 email addresses? 

@109672.lists.apple.com, @45871.apple.co.jp, @2310.lists.apple.com, @18775.apple.com, @6376-store.apple.com, @109671.apple.com, @109673.seminars.apple.com, __email__, __email__,",2017-11-27 23:13:12+00:00,out_of_scope,0.5584,4,False,False,,,,
174153,If you ain’t talking ATP I️ don’t wanna talk! #exothermicboiz,2017-11-24 22:51:13+00:00,ui_and_app_glitches,0.1233,3,False,False,,,,
2575306,@AppleSupport my phone is frozen icant even turn it off,2017-11-16 19:37:53+00:00,battery_issues_and_drain,0.3983,2,False,False,,,,
152868,"BONJOUR @AppleSupport ! Comment cela se passe lorsque l'on commande quelque chose, mais que c'est quelque chose d'autre qui est reçu ?",2017-11-24 15:41:38+00:00,mac_and_hardware_repairs,0.1251,4,False,False,,,,
2814566,IOS 11 SUX : ((,2017-11-27 02:32:48+00:00,software_update_and_installation_issues,0.594,7,False,False,,,,
2420137,"So I just got my iPhone 8 Plus yesterday and the first day I got it, it was glitching out and shutting down on me. Is it a phone problem or IOS 11? @AppleSupport",2017-11-25 22:11:31+00:00,software_update_and_installation_issues,0.5454,2,False,True,,,,
2691876,Well shit. Thank you apple @AppleSupport https://t.co/o1BKRKnDhc,2017-11-19 15:53:38+00:00,out_of_scope,0.5933,6,False,False,,,,
2838634,"Yo @115858 get your people over at the Williamsburg, NY location. Poor to no customer service.",2017-11-27 15:47:06+00:00,ui_and_app_glitches,0.3598,4,False,False,,,,
540007,I’m literally not exaggerating anymore when I️ say that I️ have no friends like at this point I’m sure no one would even notice or care if I️ just packed my bags and left at this very moment,2017-12-02 05:11:31+00:00,system_performance_and_freezing,0.1158,3,False,False,,,,
2622703,"@AppleSupport I’m Sierra 10.12 version and the only peripheral I have installed is my wacom tablet, scanner and seagate hard drive.",2017-11-17 14:08:57+00:00,camera_and_storage_hardware,0.2984,12,False,False,,,,
2500893,"@AppleSupport My Daughter has an iPhone 6S which she updated and now can't use the front camera and the battery lasts an hour from full, what can she do. #gladigotridofmyiphone",2017-11-15 19:13:14+00:00,system_performance_and_freezing,0.5154,4,False,False,,,,
587005,@AppleSupport my iPhone X for (4) days now will not turn on. It is stuck on boot (Apple logo). Have tried entering DFU and hard reset with no response. It will flash the logo on and off about 30 times. Itunes doesnt recognize it. Please help,2017-12-03 12:13:58+00:00,accounts_passwords_and_security,0.3684,2,False,True,,,,
2520672,My iPhone instantly hangs up when I try to call people. Anyone else having that problem? @115858 @ATT,2017-11-16 00:54:01+00:00,network_and_connectivity_issues,0.4331,2,False,True,,,,
2473551,ok i wish i️ was a boy so i️ could eat whatever i️ wanted,2017-11-15 04:09:33+00:00,keyboard_and_autocorrect_bugs,0.106,3,False,True,,,,
2488626,"@AppleSupport ""Apps that already support Touch ID will automatically support Face ID"" (https://t.co/t7jJ4aWZ1K) =&gt; How come my bank app doesn't work with Face ID ? https://t.co/Bm6DRPJk7X",2017-11-15 16:12:30+00:00,accounts_passwords_and_security,0.3674,2,False,False,,,,
2732891,I️ don’t understand how parents can be so mean to their children - no matter how old they are. The most insulting thing my dad has ever said to me was that I️ made my chili too spicy. 😐,2017-11-20 15:03:30+00:00,system_performance_and_freezing,0.0895,3,False,False,,,,
596914,"@AppleSupport client from '94 iphone client from'07 ALL MODELS failed, now my iP6 after the upgrade to oS11 is inoperable, contacted support ZERO should we go legal?",2017-12-03 18:35:44+00:00,software_update_and_installation_issues,0.4978,2,False,False,,,,
2756174,DO I️ SMELL A COLLAB? https://t.co/6LSf52IwEg,2017-11-21 01:54:41+00:00,keyboard_and_autocorrect_bugs,0.0936,3,False,False,,,,
2445298,THATS WHAT I NEED. A FREAKIN LAVA LAMP,2017-11-15 00:05:06+00:00,battery_issues_and_drain,0.0924,4,False,False,,,,
455090,Hey @115858 my iPhone just blew up in my pocket 😀 @AppleSupport https://t.co/CXyJsH7zGy,2017-11-30 22:51:51+00:00,system_performance_and_freezing,0.5657,3,False,False,,,,
539846,"updating #iOS112 hopefully it doesn't make things worse!  @AppleSupport quiet disappointed with these frequent bugs from each update #iphonecrash is become so common these days , #ios1112 is worst of all battery drains in multiples of 10% every few min, phone overheating https://t.co/SkiiRAH5OJ",2017-12-02 09:06:17+00:00,software_update_and_installation_issues,0.6353,2,False,True,,,,
146823,My family never told me what time we’re having thanksgiving dinner... so should I️,2017-11-24 01:53:12+00:00,media_and_digital_services,0.0827,11,False,False,,,,
103182,@AppleSupport FYI.  Def have to you use passcode to unlock iPhone X more than past iPhones with touchid. #iphonex #FaceID,2017-11-30 17:34:52+00:00,accounts_passwords_and_security,0.568,6,False,True,,,,
105353,@AppleSupport  porque me pasa esto a mi?? 😭😭 https://t.co/6r7PzcSY4D,2017-11-30 17:56:16+00:00,out_of_scope,0.3401,4,False,False,,,,
554081,Apple Pay cash not showing up in the new update on my iPhone X @AppleSupport   I tried to reboot.,2017-12-02 15:28:41+00:00,billing_disputes_and_purchases,0.4397,12,False,False,,,,
612830,Figured out an adequate work around.  Still would like to know how to mask a second object if it is all possible in Final Cut Pro. @AppleSupport,2017-11-22 06:19:17+00:00,out_of_scope,0.0995,2,False,False,,,,
2558728,"死にそう
私のiPod本当に本当に壊れたかも。
フリーズするし、自動でシャットダウンするし、再起動させようとしてもアップルマークは出るけど、またシャットダウンされる。
なんでよりによって今？

@AppleSupport",2017-11-16 15:37:30+00:00,keyboard_and_autocorrect_bugs,0.0425,2,False,True,,,,
2682037,@AppleSupport I never realized how much I use the word “I.T” until your most recent glitch 🤦🏽‍♀️ (it autocorrects to I.T- please fix ASAP),2017-11-26 00:04:01+00:00,keyboard_and_autocorrect_bugs,0.5624,2,False,False,,,,
2652534,@AppleSupport how do I save this amazing photo in all the available Portrait Lighting modes? Doesn’t seem to be an option. #ShotoniPhoneX https://t.co/bljlvkeTyW,2017-11-19 02:57:39+00:00,camera_and_storage_hardware,0.2944,4,False,False,,,,
2485673,@AppleSupport I didn’t pay $1000 for my phone to be frozen,2017-11-15 14:34:17+00:00,billing_disputes_and_purchases,0.5171,2,False,False,,,,
